"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",916,"_916","Student",10,"academy_5","teacher_39",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"99.5%",13,"teacher_22","English 2","A",96,"teacher_83","Run/Ski","D",66,"teacher_1","Statistics","B",81,"teacher_28","Weight lifting","A",98,"teacher_55","Environmental Science","F",26,"teacher_78","Personal finance","B",80,"teacher_87","Calculus","B",80,"teacher_45","Sculpting","D",69
"0","In-Person",917,"_917","Student",11,"academy_2","teacher_7",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"97.6%",3,"teacher_40","Biology","B",82,"teacher_32","Geography","A",96,"teacher_96","Theatre Craft","B",81,"teacher_31","Genetics","C",76,"teacher_84","Economics","B",87,"teacher_28","Weight lifting","D",60,"teacher_59","Home Economics","F",57,"teacher_24","Drawing","C",70
"0","In-Person",918,"_918","Student",9,"academy_1","teacher_89",NA,"Active Service","I",0,"email","parent",0,0,0,0,0,0,"92%",18,"teacher_15","Wood shop","C",75,"teacher_26","American History","B",88,"teacher_1","Statistics","C",72,"teacher_45","Sculpting","D",69,"teacher_40","Biology","B",88,"teacher_31","Genetics","A",92,"teacher_48","Algebra 2","D",69,"teacher_78","Personal finance","C",79
"0","In-Person",919,"_919","Student",10,"academy_1","teacher_96",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"95.5%",20,"teacher_77","English 1","A",91,"teacher_28","Weight lifting","A",92,"teacher_24","World History","B",88,"teacher_26","American History","C",71,"teacher_68","Algebra 1","B",87,"teacher_51","Auto Shop","B",82,"teacher_12","acting","B",81,"teacher_59","Home Economics","D",66
"0","In-Person",920,"_920","Student",11,"academy_6","teacher_60",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"94.8%",4,"teacher_79","Engineering","A",93,"teacher_22","English 2","F",53,"teacher_12","acting","A",92,"teacher_55","Environmental Science","B",89,"teacher_68","Algebra 1","F",43,"teacher_40","Biology","A",96,"teacher_30","Chemistry","A",100,"teacher_32","Geography","C",73
"0","In-Person",921,"_921","Student",10,"academy_6","teacher_42","Yes","No Services","U",0,"email","parent",0,0,0,0,0,0,"94.3%",7,"teacher_32","Geography","B",80,"teacher_26","American History","A",92,"teacher_77","English 1","B",84,"teacher_63","English 3","B",89,"teacher_18","Painting","A",95,"teacher_45","Sculpting","F",47,"teacher_59","Pre-Calc","A",90,"teacher_12","acting","C",74
"0","In-Person",922,"_922","Student",10,"academy_4","teacher_53",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"90.1%",1,"teacher_24","Drawing","B",85,"teacher_68","Algebra 1","A",97,"teacher_51","Auto Shop","C",75,"teacher_24","Trigonometry","B",84,"teacher_63","English 3","D",62,"teacher_81","Programming","C",71,"teacher_64","Geology","F",50,"teacher_59","Pre-Calc","C",71
"0","In-Person",923,"_923","Student",12,"academy_5","teacher_84",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"86.7%",2,"teacher_36","English 4","A",94,"teacher_31","Genetics","C",75,"teacher_55","Environmental Science","D",69,"teacher_26","American History","A",100,"teacher_81","Metal Shop","C",79,"teacher_96","Theatre Craft","B",89,"teacher_79","Engineering","C",78,"teacher_59","Pre-Calc","D",63
"0","In-Person",924,"_924","Student",9,"academy_6","teacher_53",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"93.5%",3,"teacher_12","acting","B",80,"teacher_38","Forensics","C",77,"teacher_41","PE","B",86,"teacher_31","Genetics","F",58,"teacher_55","Environmental Science","A",98,"teacher_18","Painting","A",98,"teacher_81","Programming","A",91,"teacher_24","Drawing","C",75
"0","In-Person",925,"_925","Student",10,"academy_2","teacher_23","Yes","No Services","H",0,"email","parent",0,0,0,0,0,0,"79.6%",23,"teacher_30","Chemistry","C",79,"teacher_1","Statistics","B",80,"teacher_95","Auto-Cad","A",90,"teacher_12","acting","A",97,"teacher_83","Run/Ski","C",74,"teacher_59","Home Economics","A",95,"teacher_26","American History","A",97,"teacher_18","Painting","A",94
"0","In-Person",926,"_926","Student",12,"academy_6","teacher_39",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"88.9%",13,"teacher_64","Geology","C",79,"teacher_25","Physics","B",85,"teacher_78","Personal finance","C",77,"teacher_28","Weight lifting","B",85,"teacher_1","Statistics","A",92,"teacher_59","Pre-Calc","A",93,"teacher_87","Calculus","C",73,"teacher_45","Sculpting","A",91
"0","In-Person",927,"_927","Student",10,"academy_5","teacher_82",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"91.4%",5,"teacher_51","Auto Shop","D",60,"teacher_24","World History","C",78,"teacher_62","Speech","B",87,"teacher_40","Biology","B",89,"teacher_31","Genetics","A",92,"teacher_26","American History","D",65,"teacher_38","Forensics","C",70,"teacher_55","Environmental Science","A",90
"0","In-Person",928,"_928","Student",10,"academy_2","teacher_51",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99.2%",9,"teacher_47","Geometry","C",77,"teacher_40","Biology","D",68,"teacher_64","Geology","B",85,"teacher_63","Sports","C",77,"teacher_26","American History","A",91,"teacher_55","Environmental Science","B",88,"teacher_31","Genetics","C",76,"teacher_36","English 4","A",90
"0","In-Person",929,"_929","Student",11,"academy_1","teacher_30",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"98.8%",11,"teacher_79","Engineering","F",25,"teacher_45","Sculpting","C",74,"teacher_62","Speech","A",93,"teacher_40","Biology","A",95,"teacher_12","acting","A",98,"teacher_51","Auto Shop","F",56,"teacher_59","Home Economics","B",85,"teacher_38","Forensics","C",70
"0","In-Person",930,"_930","Student",12,"academy_6","teacher_61",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"76.1%",1,"teacher_77","English 1","B",85,"teacher_47","Geometry","C",70,"teacher_96","Theatre Craft","F",31,"teacher_81","Metal Shop","D",68,"teacher_36","English 4","D",67,"teacher_62","Speech","C",79,"teacher_40","Biology","A",94,"teacher_25","Physics","A",90
"0","In-Person",931,"_931","Student",9,"academy_3","teacher_55",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"92.9%",5,"teacher_22","English 2","A",95,"teacher_41","PE","C",76,"teacher_63","English 3","A",91,"teacher_48","Algebra 2","B",89,"teacher_32","Geography","B",86,"teacher_36","English 4","F",34,"teacher_59","Home Economics","A",91,"teacher_24","Trigonometry","A",97
"0","In-Person",932,"_932","Student",11,"academy_6","teacher_82",NA,"Post Service","W",0,"email","parent",0,0,0,0,0,0,"97.3%",3,"teacher_83","Run/Ski","C",76,"teacher_24","Trigonometry","B",85,"teacher_24","World History","B",85,"teacher_32","Geography","A",100,"teacher_96","Theatre Craft","C",78,"teacher_24","Drawing","D",69,"teacher_22","English 2","C",79,"teacher_84","Economics","B",85
"0","In-Person",933,"_933","Student",10,"academy_2","teacher_27","Yes","No Services","I",0,"email","parent",0,0,0,0,0,0,"93.9%",1,"teacher_81","Metal Shop","D",68,"teacher_12","acting","B",80,"teacher_81","Programming","B",81,"teacher_84","Economics","A",95,"teacher_59","Pre-Calc","D",61,"teacher_36","English 4","A",92,"teacher_63","Sports","C",74,"teacher_83","Run/Ski","B",84
"0","In-Person",934,"_934","Student",12,"academy_4","teacher_35",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"90.2%",24,"teacher_68","Algebra 1","B",85,"teacher_26","American History","D",66,"teacher_24","World History","B",82,"teacher_77","English 1","A",95,"teacher_84","Economics","B",88,"teacher_81","Metal Shop","C",75,"teacher_83","Run/Ski","B",87,"teacher_15","Wood shop","B",80
"0","In-Person",935,"_935","Student",10,"academy_4","teacher_7",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"98%",4,"teacher_15","Wood shop","A",95,"teacher_84","Economics","C",70,"teacher_68","Algebra 1","C",79,"teacher_30","Chemistry","B",83,"teacher_96","Theatre Craft","C",75,"teacher_64","Geology","A",96,"teacher_83","Run/Ski","F",57,"teacher_22","English 2","B",82
"0","In-Person",936,"_936","Student",11,"academy_5","teacher_51",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"92.8%",7,"teacher_24","World History","F",40,"teacher_68","Algebra 1","C",76,"teacher_51","Auto Shop","A",92,"teacher_12","acting","C",78,"teacher_15","Wood shop","B",82,"teacher_79","Engineering","A",90,"teacher_30","Chemistry","A",94,"teacher_84","Economics","B",88
"0","In-Person",937,"_937","Student",9,"academy_4","teacher_63",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"98.2%",20,"teacher_26","American History","B",82,"teacher_41","PE","B",85,"teacher_63","English 3","A",92,"teacher_96","Theatre Craft","A",92,"teacher_24","Drawing","A",97,"teacher_22","English 2","B",82,"teacher_1","Statistics","C",71,"teacher_47","Geometry","F",57
"0","In-Person",938,"_938","Student",11,"academy_1","teacher_70",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"92.3%",20,"teacher_12","acting","C",72,"teacher_77","English 1","A",91,"teacher_40","Biology","C",75,"teacher_41","PE","B",84,"teacher_24","World History","D",62,"teacher_31","Genetics","C",72,"teacher_83","Run/Ski","D",68,"teacher_62","Speech","B",80
"0","In-Person",939,"_939","Student",9,"academy_1","teacher_21","Yes","No Services","U",0,"email","parent",0,0,0,0,0,0,"94.7%",4,"teacher_95","Auto-Cad","C",72,"teacher_1","Statistics","A",96,"teacher_45","Sculpting","B",80,"teacher_40","Biology","A",97,"teacher_78","Personal finance","B",88,"teacher_59","Home Economics","B",85,"teacher_30","Chemistry","A",95,"teacher_55","Environmental Science","F",56
"0","In-Person",940,"_940","Student",10,"academy_2","teacher_80",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"90.8%",3,"teacher_15","Wood shop","A",96,"teacher_26","American History","B",80,"teacher_68","Algebra 1","A",96,"teacher_1","Statistics","C",78,"teacher_78","Personal finance","F",53,"teacher_62","Speech","A",97,"teacher_47","Geometry","A",92,"teacher_59","Home Economics","C",77
"0","In-Person",941,"_941","Student",12,"academy_5","teacher_3",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"90.1%",21,"teacher_15","Wood shop","A",93,"teacher_68","Algebra 1","B",88,"teacher_81","Metal Shop","F",54,"teacher_41","PE","B",89,"teacher_18","Painting","B",88,"teacher_84","Economics","C",77,"teacher_32","Geography","A",94,"teacher_22","English 2","B",83
"0","In-Person",942,"_942","Student",12,"academy_1","teacher_71",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"98.1%",3,"teacher_24","Drawing","A",95,"teacher_78","Personal finance","A",94,"teacher_64","Geology","A",92,"teacher_45","Sculpting","B",86,"teacher_63","Sports","F",55,"teacher_26","American History","D",62,"teacher_39","Culinary Arts","B",84,"teacher_31","Genetics","A",96
"0","In-Person",943,"_943","Student",9,"academy_5","teacher_22",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"92.8%",22,"teacher_24","World History","B",86,"teacher_47","Geometry","D",61,"teacher_62","Speech","B",81,"teacher_63","English 3","C",75,"teacher_64","Geology","B",89,"teacher_12","acting","C",70,"teacher_1","Statistics","A",97,"teacher_38","Forensics","C",78
"0","In-Person",944,"_944","Student",12,"academy_1","teacher_66",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"98.4%",18,"teacher_24","World History","D",61,"teacher_47","Geometry","A",95,"teacher_30","Chemistry","B",84,"teacher_78","Personal finance","B",85,"teacher_25","Physics","D",68,"teacher_55","Environmental Science","A",95,"teacher_38","Forensics","C",71,"teacher_41","PE","D",63
"0","In-Person",945,"_945","Student",12,"academy_2","teacher_4",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99.8%",8,"teacher_15","Wood shop","A",94,"teacher_38","Forensics","B",84,"teacher_41","PE","C",78,"teacher_24","Trigonometry","A",96,"teacher_39","Culinary Arts","B",89,"teacher_59","Home Economics","A",92,"teacher_81","Programming","A",94,"teacher_62","Speech","A",97
"0","In-Person",946,"_946","Student",10,"academy_3","teacher_61","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"75.8%",8,"teacher_31","Genetics","C",79,"teacher_22","English 2","B",85,"teacher_1","Statistics","B",82,"teacher_26","American History","A",96,"teacher_24","Trigonometry","C",78,"teacher_24","World History","A",98,"teacher_84","Economics","A",93,"teacher_51","Auto Shop","B",84
"0","In-Person",947,"_947","Student",12,"academy_1","teacher_61","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"94.7%",2,"teacher_1","Statistics","B",84,"teacher_38","Forensics","A",90,"teacher_96","Theatre Craft","C",76,"teacher_15","Wood shop","F",59,"teacher_59","Home Economics","A",97,"teacher_77","English 1","F",59,"teacher_28","Weight lifting","C",72,"teacher_81","Metal Shop","C",75
"0","In-Person",948,"_948","Student",9,"academy_3","teacher_61",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99.8%",15,"teacher_28","Weight lifting","A",93,"teacher_36","English 4","C",77,"teacher_24","World History","A",92,"teacher_39","Culinary Arts","B",81,"teacher_59","Home Economics","C",71,"teacher_59","Pre-Calc","C",77,"teacher_81","Programming","B",82,"teacher_40","Biology","B",80
"0","In-Person",949,"_949","Student",9,"academy_5","teacher_51",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"79.7%",20,"teacher_64","Geology","A",92,"teacher_95","Auto-Cad","C",79,"teacher_1","Statistics","C",74,"teacher_24","Trigonometry","B",81,"teacher_77","English 1","F",58,"teacher_24","World History","F",38,"teacher_63","Sports","B",87,"teacher_22","English 2","B",88
"0","In-Person",950,"_950","Student",12,"academy_4","teacher_7",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"89.5%",3,"teacher_45","Sculpting","C",79,"teacher_68","Algebra 1","A",99,"teacher_83","Run/Ski","A",94,"teacher_25","Physics","A",97,"teacher_12","acting","B",81,"teacher_84","Economics","A",90,"teacher_59","Pre-Calc","D",61,"teacher_48","Algebra 2","A",96
"0","In-Person",951,"_951","Student",9,"academy_5","teacher_36",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"67.1%",14,"teacher_36","English 4","B",86,"teacher_59","Pre-Calc","B",88,"teacher_81","Metal Shop","A",93,"teacher_59","Home Economics","B",84,"teacher_30","Chemistry","F",48,"teacher_48","Algebra 2","D",66,"teacher_38","Forensics","F",34,"teacher_51","Auto Shop","A",94
"0","In-Person",952,"_952","Student",10,"academy_4","teacher_88",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"95.3%",19,"teacher_24","World History","A",93,"teacher_22","English 2","F",50,"teacher_18","Painting","F",39,"teacher_96","Theatre Craft","A",95,"teacher_78","Personal finance","C",75,"teacher_15","Wood shop","C",74,"teacher_59","Pre-Calc","D",63,"teacher_63","Sports","B",87
"0","In-Person",953,"_953","Student",9,"academy_1","teacher_85",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"99.8%",19,"teacher_30","Chemistry","A",94,"teacher_81","Metal Shop","B",86,"teacher_47","Geometry","D",67,"teacher_41","PE","A",98,"teacher_62","Speech","A",91,"teacher_77","English 1","D",63,"teacher_36","English 4","F",59,"teacher_96","Theatre Craft","C",78
"0","In-Person",954,"_954","Student",12,"academy_2","teacher_93",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"93%",14,"teacher_83","Run/Ski","B",87,"teacher_40","Biology","F",49,"teacher_24","World History","C",76,"teacher_1","Statistics","A",91,"teacher_18","Painting","A",90,"teacher_22","English 2","A",90,"teacher_95","Auto-Cad","C",74,"teacher_24","Drawing","C",78
"0","In-Person",955,"_955","Student",10,"academy_4","teacher_42",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"90.3%",7,"teacher_28","Weight lifting","B",84,"teacher_30","Chemistry","B",86,"teacher_63","English 3","B",81,"teacher_24","Drawing","A",93,"teacher_25","Physics","A",90,"teacher_81","Programming","C",71,"teacher_1","Statistics","A",96,"teacher_38","Forensics","A",92
"0","In-Person",956,"_956","Student",11,"academy_6","teacher_22",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"93.6%",19,"teacher_32","Geography","B",86,"teacher_96","Theatre Craft","A",99,"teacher_62","Speech","A",97,"teacher_64","Geology","A",94,"teacher_39","Culinary Arts","B",86,"teacher_40","Biology","D",68,"teacher_15","Wood shop","B",89,"teacher_51","Auto Shop","A",94
"0","In-Person",957,"_957","Student",9,"academy_5","teacher_69",NA,"Active Service","I",0,"email","parent",0,0,0,0,0,0,"99.6%",13,"teacher_12","acting","F",0,"teacher_40","Biology","A",90,"teacher_28","Weight lifting","A",93,"teacher_81","Metal Shop","B",84,"teacher_45","Sculpting","B",88,"teacher_83","Run/Ski","A",93,"teacher_32","Geography","A",92,"teacher_47","Geometry","B",84
"0","In-Person",958,"_958","Student",11,"academy_5","teacher_61",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99.4%",7,"teacher_41","PE","B",85,"teacher_48","Algebra 2","D",66,"teacher_24","World History","B",84,"teacher_28","Weight lifting","B",86,"teacher_47","Geometry","F",42,"teacher_22","English 2","B",85,"teacher_24","Drawing","A",92,"teacher_51","Auto Shop","A",96
"0","In-Person",959,"_959","Student",11,"academy_4","teacher_99",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"73.5%",15,"teacher_36","English 4","A",91,"teacher_63","Sports","B",89,"teacher_25","Physics","A",98,"teacher_87","Calculus","F",59,"teacher_40","Biology","A",99,"teacher_81","Programming","A",92,"teacher_47","Geometry","D",60,"teacher_55","Environmental Science","D",65
"0","In-Person",960,"_960","Student",10,"academy_5","teacher_80",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"63.1%",17,"teacher_81","Programming","D",66,"teacher_40","Biology","C",78,"teacher_31","Genetics","A",99,"teacher_30","Chemistry","B",84,"teacher_55","Environmental Science","B",81,"teacher_81","Metal Shop","B",81,"teacher_68","Algebra 1","B",80,"teacher_59","Home Economics","B",83
"0","In-Person",961,"_961","Student",11,"academy_1","teacher_86",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"82.8%",17,"teacher_95","Auto-Cad","A",97,"teacher_24","World History","B",82,"teacher_32","Geography","D",63,"teacher_38","Forensics","B",80,"teacher_24","Drawing","C",70,"teacher_47","Geometry","B",87,"teacher_45","Sculpting","B",87,"teacher_96","Theatre Craft","C",76
"0","In-Person",962,"_962","Student",11,"academy_4","teacher_84",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"92%",8,"teacher_26","American History","C",72,"teacher_22","English 2","D",67,"teacher_1","Statistics","B",88,"teacher_81","Metal Shop","C",72,"teacher_40","Biology","B",80,"teacher_84","Economics","B",81,"teacher_31","Genetics","F",42,"teacher_79","Engineering","B",85
"0","In-Person",963,"_963","Student",10,"academy_4","teacher_94",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"78.4%",17,"teacher_24","Trigonometry","A",97,"teacher_84","Economics","A",92,"teacher_12","acting","A",95,"teacher_77","English 1","D",66,"teacher_38","Forensics","A",91,"teacher_59","Pre-Calc","A",92,"teacher_18","Painting","A",91,"teacher_30","Chemistry","B",88
"0","In-Person",964,"_964","Student",9,"academy_5","teacher_16",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"89.4%",24,"teacher_59","Pre-Calc","A",95,"teacher_38","Forensics","B",82,"teacher_79","Engineering","C",78,"teacher_22","English 2","F",53,"teacher_26","American History","B",83,"teacher_31","Genetics","B",83,"teacher_39","Culinary Arts","B",84,"teacher_81","Metal Shop","A",98
"0","In-Person",965,"_965","Student",11,"academy_5","teacher_38",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"94.5%",3,"teacher_47","Geometry","B",88,"teacher_36","English 4","B",87,"teacher_51","Auto Shop","B",89,"teacher_12","acting","B",80,"teacher_25","Physics","B",85,"teacher_26","American History","C",79,"teacher_39","Culinary Arts","A",92,"teacher_96","Theatre Craft","A",90
"0","In-Person",966,"_966","Student",11,"academy_1","teacher_48",NA,"Post Service","H",0,"email","parent",0,0,0,0,0,0,"92.1%",16,"teacher_63","English 3","C",74,"teacher_30","Chemistry","C",75,"teacher_83","Run/Ski","A",93,"teacher_77","English 1","B",86,"teacher_59","Pre-Calc","C",79,"teacher_78","Personal finance","A",95,"teacher_64","Geology","B",81,"teacher_22","English 2","B",82
"0","In-Person",967,"_967","Student",10,"academy_3","teacher_41",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"87.3%",22,"teacher_87","Calculus","B",84,"teacher_77","English 1","A",90,"teacher_31","Genetics","D",66,"teacher_63","Sports","D",68,"teacher_96","Theatre Craft","C",71,"teacher_48","Algebra 2","D",69,"teacher_39","Culinary Arts","A",94,"teacher_95","Auto-Cad","A",94
"0","In-Person",968,"_968","Student",10,"academy_2","teacher_8",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"95.1%",13,"teacher_64","Geology","A",90,"teacher_24","Drawing","D",69,"teacher_51","Auto Shop","A",93,"teacher_1","Statistics","A",95,"teacher_79","Engineering","B",89,"teacher_22","English 2","B",86,"teacher_30","Chemistry","B",86,"teacher_18","Painting","A",96
"0","In-Person",969,"_969","Student",12,"academy_2","teacher_45","Yes","No Services","A",0,"email","parent",0,0,0,0,0,0,"95.5%",24,"teacher_68","Algebra 1","B",87,"teacher_40","Biology","D",63,"teacher_79","Engineering","A",99,"teacher_51","Auto Shop","A",94,"teacher_1","Statistics","B",85,"teacher_26","American History","C",72,"teacher_31","Genetics","D",61,"teacher_55","Environmental Science","B",84
"0","In-Person",970,"_970","Student",11,"academy_4","teacher_80",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"41.7%",13,"teacher_31","Genetics","B",80,"teacher_62","Speech","A",99,"teacher_47","Geometry","B",89,"teacher_51","Auto Shop","C",77,"teacher_41","PE","B",84,"teacher_59","Home Economics","A",93,"teacher_64","Geology","C",77,"teacher_55","Environmental Science","A",93
"0","In-Person",971,"_971","Student",9,"academy_6","teacher_56",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"88.2%",19,"teacher_81","Programming","D",62,"teacher_22","English 2","A",91,"teacher_1","Statistics","F",48,"teacher_83","Run/Ski","B",87,"teacher_12","acting","B",80,"teacher_30","Chemistry","A",98,"teacher_15","Wood shop","F",55,"teacher_62","Speech","B",84
"0","In-Person",972,"_972","Student",11,"academy_2","teacher_14",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"95.8%",2,"teacher_48","Algebra 2","B",86,"teacher_40","Biology","A",92,"teacher_28","Weight lifting","A",94,"teacher_12","acting","B",86,"teacher_96","Theatre Craft","F",34,"teacher_78","Personal finance","B",82,"teacher_36","English 4","A",96,"teacher_68","Algebra 1","B",82
"0","In-Person",973,"_973","Student",9,"academy_5","teacher_64",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"89.5%",9,"teacher_81","Programming","B",85,"teacher_81","Metal Shop","A",91,"teacher_24","Trigonometry","A",98,"teacher_59","Pre-Calc","C",70,"teacher_26","American History","B",84,"teacher_83","Run/Ski","B",81,"teacher_18","Painting","B",85,"teacher_45","Sculpting","C",77
"0","In-Person",974,"_974","Student",12,"academy_2","teacher_29",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"77.7%",21,"teacher_30","Chemistry","B",88,"teacher_63","Sports","A",92,"teacher_59","Pre-Calc","B",84,"teacher_1","Statistics","B",81,"teacher_62","Speech","B",84,"teacher_36","English 4","B",82,"teacher_24","Trigonometry","A",92,"teacher_28","Weight lifting","A",95
"0","In-Person",975,"_975","Student",12,"academy_1","teacher_98",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"93.4%",17,"teacher_30","Chemistry","D",68,"teacher_32","Geography","B",85,"teacher_83","Run/Ski","D",62,"teacher_48","Algebra 2","F",59,"teacher_64","Geology","B",80,"teacher_63","Sports","B",84,"teacher_39","Culinary Arts","A",91,"teacher_28","Weight lifting","B",81
"0","In-Person",976,"_976","Student",10,"academy_5","teacher_80",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"96.5%",21,"teacher_32","Geography","A",93,"teacher_63","Sports","A",91,"teacher_26","American History","A",95,"teacher_22","English 2","B",88,"teacher_12","acting","B",87,"teacher_55","Environmental Science","B",83,"teacher_45","Sculpting","B",80,"teacher_63","English 3","C",75
"0","In-Person",977,"_977","Student",10,"academy_5","teacher_87",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"99.4%",10,"teacher_15","Wood shop","A",95,"teacher_55","Environmental Science","A",90,"teacher_1","Statistics","B",82,"teacher_38","Forensics","D",65,"teacher_47","Geometry","A",93,"teacher_25","Physics","F",49,"teacher_36","English 4","A",96,"teacher_24","Trigonometry","A",95
"0","In-Person",978,"_978","Student",10,"academy_3","teacher_78",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"97.2%",1,"teacher_63","Sports","B",83,"teacher_62","Speech","F",37,"teacher_95","Auto-Cad","B",89,"teacher_45","Sculpting","B",81,"teacher_18","Painting","A",92,"teacher_68","Algebra 1","D",68,"teacher_40","Biology","B",88,"teacher_28","Weight lifting","C",77
"0","In-Person",979,"_979","Student",10,"academy_1","teacher_36",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"97.2%",14,"teacher_68","Algebra 1","B",86,"teacher_83","Run/Ski","F",56,"teacher_59","Pre-Calc","B",89,"teacher_30","Chemistry","C",71,"teacher_78","Personal finance","C",76,"teacher_36","English 4","B",86,"teacher_77","English 1","C",75,"teacher_63","English 3","C",73
"0","In-Person",980,"_980","Student",12,"academy_1","teacher_6",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"99%",12,"teacher_51","Auto Shop","B",86,"teacher_95","Auto-Cad","A",90,"teacher_81","Metal Shop","A",95,"teacher_62","Speech","F",33,"teacher_39","Culinary Arts","A",94,"teacher_64","Geology","C",72,"teacher_41","PE","F",54,"teacher_15","Wood shop","C",73
"0","In-Person",981,"_981","Student",10,"academy_5","teacher_54","Yes","No Services","I",0,"email","parent",0,0,0,0,0,0,"95%",2,"teacher_68","Algebra 1","A",98,"teacher_18","Painting","B",82,"teacher_95","Auto-Cad","B",85,"teacher_38","Forensics","B",86,"teacher_62","Speech","C",71,"teacher_36","English 4","C",74,"teacher_63","Sports","B",83,"teacher_84","Economics","C",70
"0","In-Person",982,"_982","Student",11,"academy_5","teacher_47",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"82.7%",24,"teacher_77","English 1","B",81,"teacher_18","Painting","C",79,"teacher_78","Personal finance","B",84,"teacher_83","Run/Ski","C",79,"teacher_48","Algebra 2","A",90,"teacher_63","Sports","C",76,"teacher_15","Wood shop","A",95,"teacher_38","Forensics","B",83
"0","In-Person",983,"_983","Student",9,"academy_3","teacher_71",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"96.2%",14,"teacher_24","World History","C",74,"teacher_39","Culinary Arts","B",88,"teacher_78","Personal finance","F",47,"teacher_31","Genetics","B",82,"teacher_26","American History","C",75,"teacher_22","English 2","B",88,"teacher_79","Engineering","F",41,"teacher_24","Drawing","A",90
"0","In-Person",984,"_984","Student",10,"academy_1","teacher_88",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"40.2%",13,"teacher_26","American History","B",88,"teacher_68","Algebra 1","C",74,"teacher_38","Forensics","F",42,"teacher_24","World History","A",99,"teacher_1","Statistics","B",85,"teacher_51","Auto Shop","C",72,"teacher_81","Metal Shop","C",71,"teacher_79","Engineering","A",94
